"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JDADR9IE","journalArticle","2016","Webb, Bret M.; Marr, Chris","Spatial Variability of Hydrodynamic Timescales in a Broad and Shallow Estuary: Mobile Bay, Alabama","JOURNAL OF COASTAL RESEARCH","","0749-0208","10.2112/JCOASTRES-D-15-00181.1","","Residence, exposure, and flushing times are examples of hydrodynamic timescales that describe the physical mass transport within a water body. The response and spatial variability of these measures to tides and discharge were investigated through hydrodynamic model simulations of Mobile Bay, Alabama using a two-dimensional depth integrated circulation model coupled with a Lagrangian particle tracking model. Hydrodynamic timescales were estimated and analyzed using the particle tracking results. Flushing of the estuary was found to transition from tidally enhanced to river dominated for Q > 1715 m(3) s(-1). A simple power law regression was found to accurately represent the spatially averaged timescales (R-2 > 0.99) for tidal and river forcing. Spatially averaged timescales generally ranged from 4 to 130 days, with large deviations related to particle initial position, magnitude of river discharge, and local winds. The longest timescales were found in areas where adverse pressure gradients contributed to water retention as a result of separated flow and closed-cell circulation. Increasing river discharge enhanced the barotropic pressure gradient, which dominated the along-and across-estuary momentum balances in all but the minimum flow scenario where the across estuary balance was geostrophic. Meteorological forcing was found to increase the spatial variance in hydrodynamic timescales by as much as 60% as compared with cases with discharge and tides only. The increased spatial variability was a result of inhibited flushing due to enhanced northerly flows along the shorelines and expanded regions of closed cell circulation in the eastern portion of the estuary.","2016-11","2021-10-08 06:36:25","2021-10-08 15:04:14","","1374-1388","","6","32","","","","","","","","","","","","","","WOS:000387526900010","","","","<p>停留时间、暴露时间和冲洗时间是描述水体内物理质量传输的流体动力学时间尺度的例子。通过使用二维深度综合环流模型和拉格朗日粒子跟踪模型对阿拉巴马州莫比尔湾的水动力模型模拟，研究了这些措施对潮汐和流量的响应和空间变异性。使用粒子跟踪结果估计和分析水动力时间尺度。河口的冲洗被发现从潮汐增强过渡到以 Q &gt; 1715 m(3) s(-1) 为主的河流。发现一个简单的幂律回归可以准确地表示潮汐和河流强迫的空间平均时间尺度 (R-2 &gt; 0.99)。空间平均时间尺度通常在 4 到 130 天之间，与粒子初始位置、河流流量大小和当地风速相关的偏差很大。最长的时间尺度出现在由于分离流和闭孔循环导致不利压力梯度导致保水的区域。河流流量的增加增强了正压压力梯度，这在除跨河口平衡是地转的最小流量情景之外的所有情况下主导了沿河口和跨河口动量平衡。与仅排放和潮汐的情况相比，发现气象强迫使水动力时间尺度的空间变化增加了 60%。增加的空间变异性是由于沿海岸线向北流动的增强和河口东部封闭细胞环流区域的扩大而抑制冲洗的结果。</p>","/Users/yulong/Zotero/storage/UE3KCC8K/Webb and Marr - 2016 - Spatial Variability of Hydrodynamic Timescales in .pdf","","exposure time; flushing time; Lagrangian particle tracking model; Mobile Bay; particle tracking; residence time; two-dimensional depth integrated circulation model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3M3DE8XY","journalArticle","2019","Huguet, Jean-Remy; Brenon, Isabelle; Coulombier, Thibault","Characterisation of the Water Renewal in a Macro-Tidal Marina Using Several Transport Timescales","WATER","","2073-4441","10.3390/w11102050","","In this paper, we investigate the water renewal of a highly populated marina, located in the south-west of France, and subjected to a macro-tidal regime. With the use of a 3D-numerical model (TELEMAC-3D), three water transport timescales were studied and compared to provide a fully detailed description of the physical processes occurring in the marina. Integrated Flushing times (IFT) were computed through a Eulerian way while a Lagrangian method allowed to estimate Residence Times (RT) and Exposure Times (ET). From these timescales, the return-flow (the fraction of water that re-enters the marina at flood after leaving the domain at ebb) was quantified via the Return-flow Factor (RFF) and the Return Coefficient (RC) parameters. The intrinsic information contained in these parameters is thoroughly analysed, and their relevance is discussed. A wide range of weather-marine conditions was tested to provide the most exhaustive information about the processes occurring in the marina. The results highlight the significant influence of the tide and the wind as well as the smaller influence of the Floating Structures (FS) on the renewal. Besides, this study provides the first investigation of the water exchange processes of La Rochelle marina. It offers some content that interest researchers and environmental managers in the monitoring of pollutants as well as biological/ecological applications.","2019-10","2021-10-08 06:36:25","2021-10-08 13:10:12","","","","10","11","","","","","","","","","","","","","","WOS:000495598400094","","","","<p>在本文中，我们调查了位于法国西南部并受到大潮汐影响的人口稠密码头的水更新。使用 3D 数值模型 (TELEMAC-3D)，研究并比较了三个水运时间尺度，以提供对发生在码头的物理过程的完整详细描述。综合冲洗时间 (IFT) 通过欧拉方式计算，而拉格朗日方法允许估计停留时间 (RT) 和暴露时间 (ET)。根据这些时间尺度，回流（在退潮时离开域后重新进入码头的水的比例）通过回流系数 (RFF) 和回流系数 (RC) 参数进行量化。对这些参数中包含的内在信息进行了彻底分析，并讨论了它们的相关性。对各种天气-海洋条件进行了测试，以提供有关码头发生过程的最详尽信息。结果突出了潮汐和风的显着影响以及浮动结构（FS）对更新的较小影响。此外，本研究首次对拉罗谢尔码头的水交换过程进行了调查。它提供了一些让研究人员和环境管理人员对污染物监测以及生物/生态应用感兴趣的内容。</p>","/Users/yulong/Zotero/storage/IVZDZX7U/Huguet et al. - 2019 - Characterisation of the Water Renewal in a Macro-T.pdf","","Eulerian; exposure time; flushing time; Lagrangian; residence time; TELEMAC-3D; water renewal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URW82XY7","journalArticle","2009","Gong, Wenping; Shen, Jian; Hong, Bo","The influence of wind on the water age in the tidal Rappahannock River","MARINE ENVIRONMENTAL RESEARCH","","0141-1136","10.1016/j.marenvres.2009.06.008","","Wind plays an important role in regulating mixing/stratification, estuarine circulation, and transport timescale in estuaries. A three-dimensional model was used to investigate the effect of wind on transport time by using the concept of water age (WA) in the tidal Rappahannock River, a western tributary of the Chesapeake Bay, USA. The model was calibrated for water level, current, and salinity. A series of experiments regarding the effects of wind on WA was conducted under various dynamic conditions. The effect of wind on transport timescale depends strongly on the competition between the wind and buoyancy forcings, and on the pre-status of the circulation. A down-estuary wind generally decreases WA along the estuary. An up-estuary wind increases WA substantially because it changes the vertical mixing and estuarine circulation more significantly. When the buoyancy forcing increases, the up-estuary wind effect decreases whereas the down-estuary wind effect increases. A 2-day period wind pulse with a maximum speed of 15 m s(-1) can alter WA for 3 days; but the wind influence on WA lasts up to 40 days in the simulation. Both local and non-local wind forcings alter WA distribution. The local wind enhances vertical mixing and changes the gravitational circulation in the downstream portion of the estuary whereas it enhances transport in the freshwater portion of the estuary. Consequently, the local wind has a significant impact on WA distribution. In contrast, the non-local wind does not change the gravitational circulation significantly by imposing setup (setdown) of water level at the open boundary, resulting in a lesser impact on WA distribution. (c) 2009 Elsevier Ltd. All rights reserved.","2009-10","2021-10-08 06:36:25","2021-10-08 15:26:52","","203-216","","4","68","","","","","","","","","","","","","","WOS:000269242100008","","","","<p>风在调节河口混合/分层、河口环流和运输时间尺度方面起着重要作用。通过使用美国切萨皮克湾西部支流拉帕汉诺克河的水龄 (WA) 概念，使用三维模型研究风对运输时间的影响。该模型针对水位、水流和盐度进行了校准。在各种动态条件下进行了一系列关于风对 WA 影响的实验。风对运输时间尺度的影响很大程度上取决于风和浮力之间的竞争，以及环流的前期状态。河口下游的风通常会沿河口降低 WA。河口上游风会显着增加 WA，因为它更显着地改变了垂直混合和河口环流。当浮力增加时，河口上风效应减弱，而河口下风效应增加。最大速度为 15 m s(-1) 的 2 天周期风脉冲可以改变 3 天的 WA；但在模拟中风对 WA 的影响持续长达 40 天。局部和非局部风力都会改变 WA 的分布。当地风增强了垂直混合并改变了河口下游部分的重力环流，同时它增强了河口淡水部分的运输。因此，当地风对WA分布有显着影响。相比之下，非局域风不会通过在开放边界处强加水位设置（下降）显着改变重力环流，从而对 WA 分布的影响较小。 (c) 2009 Elsevier Ltd。保留所有权利。</p>","/Users/yulong/Zotero/storage/QL8LY58A/Gong et al. - 2009 - The influence of wind on the water age in the tida.pdf","","Chesapeake Bay; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEJ9TE5B","journalArticle","2019","Jiang, Long; Soetaert, Karline; Gerkema, Theo","Decomposing the intra-annual variability of flushing characteristics in a tidal bay along the North Sea","JOURNAL OF SEA RESEARCH","","1385-1101","10.1016/j.seares.2019.101821","","Flushing timescales in estuaries and coastal bays largely shape the distribution of dissolved and particulate matter and therefore have important environmental implications. Here we investigate the spatiotemporal variability of turnover times in a semi-enclosed tidal bay and examine the potential underlying causes. The basin considered here is the Dutch coastal bay Oosterschelde (Eastern Scheldt in English) on the east coast of the North Sea. Using a calibrated and validated 3D hydrodynamic model, conservative tracer experiments were conducted to estimate turnover times. Sensitivity scenarios were run to examine the relative roles of tides, winds, and gravitational flow in driving the intra-annual variability. Results indicate that gravitational flow and winds contribute most to the intra-annual variability of turnover times in the Oosterschelde. Freshets from the Westerschelde and Rhine Rivers extending to the mouth of the bay can reduce the axial density gradient and gravitational flow, increasing turnover times of the basin. The prevailing southwesterly winds, when of sufficient magnitude (> 5 m/s), modify the spatial patterns of turnover times especially in shallow waters. Tides force flushing of the bay but do not induce significant intra-annual variability. Findings in this study underline the importance of intra-annual variability of turnover times in coastal bays and methodology proposed here facilitates intercomparison studies for other systems.","2019-12","2021-10-08 06:36:26","2021-10-08 13:14:45","","","","","155","","","","","","","","","","","","","","WOS:000514229300005","","","","<p>河口和沿海海湾的冲洗时间尺度在很大程度上影响了溶解物和颗粒物的分布，因此具有重要的环境影响。在这里，我们调查了半封闭潮汐湾中周转时间的时空变异性，并检查了潜在的根本原因。这里考虑的盆地是北海东海岸的荷兰沿海海湾 Oosterschelde（英语为 Eastern Scheldt）。使用经过校准和验证的 3D 流体动力学模型，进行了保守的示踪剂实验以估计周转时间。运行敏感性情景以检查潮汐、风和重力流在推动年内变率方面的相对作用。结果表明，重力流和风对 Oosterschelde 周转时间的年内变化贡献最大。威斯特海尔德河和莱茵河延伸到海湾口的淡水可以降低轴向密度梯度和重力流，增加盆地的周转时间。盛行的西南风，当强度足够大 (&gt; 5 m/s) 时，会改变周转时间的空间格局，尤其是在浅水区。潮汐迫使海湾冲刷，但不会引起显着的年内变化。本研究的结果强调了沿海海湾周转时间年内变化的重要性，这里提出的方法有助于其他系统的比对研究。</p>","/Users/yulong/Zotero/storage/DSUUHN9C/Jiang et al. - 2019 - Decomposing the intra-annual variability of flushi.pdf","","flushing time; Oosterschelde; tracers; turnover time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7L9MKBB","journalArticle","2009","Wang Cui; Zhang Xue-qing; Sun Ying-lan","Numerical Simulation of Water Exchange Characteristics of the Jiaozhou Bay Based on A Three-Dimensional Lagrangian Model","CHINA OCEAN ENGINEERING","","0890-5487","","","Based on theory of three-dimensional hydrodynamics, air Euler-Lagrangian particle model is established to study the transport and water exchange capability in the Jiaozhou Bay. The three-dimensional hydrodynamic model, driven by tide and wind, is used to study the effects of wetting and drying of estuarine intertidal flats by the dry-wet grid technology based on the Estuarine, Coastal and Ocean Model (ECOM). The particle model includes the advection and the diffusion processes, of which the advection process is simulated with a certain method, and the diffusion process is simulated with the random walk method. The effect of the intertidal zone, the turbulent diffusion and the timescales of the water exchange are also discussed. The results show that a moving boundary model can simulate the transport process of the particle in the intertidal zone, where the particles are transported for a longer distance than that of the stationary result. Simulations with and without the turbulent random walk show that the effect of turbulent diffusion is very effective at spreading particles throughout the estuary and speeding up the particle movement. The spatial distribution of residence time is given to quantify the water exchange capability that has very important ramifications to water quality. The effect of wind oil the water exchange is also examined and the southeasterly wind in summer tends to block tire water exchange near the northeast coast, while the northerly wind in winter speeds tip the transport process. These results indicate that the Labrangian particle model is applicable and has a large potential to hell) understanding the water exchange capability ill estuaries, which can also be useful to simulate the transport process of contaminant.","2009","2021-10-08 06:36:26","2021-10-08 14:02:46","","277-290","","2","23","","","","","","","","","","","","","","WOS:000267785100008","","","","<p>基于三维流体动力学理论，建立空气欧拉-拉格朗日粒子模型，研究胶州湾的输运和水交换能力。以潮汐和风为驱动的三维水动力模型，基于河口、海岸和海洋模型（ECOM），通过干湿网格技术研究河口潮间带干湿效应。粒子模型包括对流过程和扩散过程，其中对流过程采用一定的方法模拟，扩散过程采用随机游走方法进行模拟。还讨论了潮间带、湍流扩散和水交换时间尺度的影响。结果表明，移动边界模型可以模拟粒子在潮间带中的输运过程，粒子在潮间带的输运距离比静止结果长。使用和不使用湍流随机游走的模拟表明，湍流扩散的效果在将粒子散布到整个河口并加速粒子运动方面非常有效。给出停留时间的空间分布以量化对水质具有非常重要影响的水交换能力。还研究了风油对水交换的影响，夏季的东南风往往会阻碍东北海岸附近的轮胎水交换，而冬季的北风速度会影响运输过程。这些结果表明，Labrangian 粒子模型是适用的，并且有很大的潜力来了解河口的水交换能力，这也有助于模拟污染物的运输过程。</p>","","","advection-diffusion; ECOM; Lagrangian; particle model; random walk; residence time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYI3KA79","journalArticle","2013","Hong, Bo; Shen, Jian","Linking dynamics of transport timescale and variations of hypoxia in the Chesapeake Bay","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS","","2169-9275","10.1002/2013JC008859","","Dissolved oxygen (DO) replenishment in the bottom waters of an estuary depends on physical processes that are significantly influenced by external forcings. The vertical exchange time (VET) is introduced in this study to quantify the physical processes that regulate the DO replenishment in the Chesapeake Bay. A 3-D numerical model was applied to simulate the circulation, VET, and DO. Results indicate that VET is a suitable parameter for evaluating the bottom DO condition over both seasonal and interannual timescales. The VET is negatively correlated with the bottom DO. Hypoxia (DO <2 mg L-1) will develop in the Bay when VET is greater than 23 days in summer if mean total DO consumption rate is about 0.3 g O-2 m(-3) d(-1). This critical VET value may vary around 23 days when the total DO consumption rate changes. The VET volume (volume of water mass with VET >23 days) can account for 77% of variations of hypoxic volume in the main Bay. The VET cannot explain all the DO variations as it can only account for the contribution of physical processes that regulate DO replenishment. It is found that the short-term vertical exchange process is highly controlled by the wind forcing. The VET volume decreases when the high-speed wind events are frequent. The summertime VET volume is less sensitive to short-term variations (pulses) of river discharge. It is sensitive to the total amount of river discharge and the high VET volume can be expected in the wet year.","2013-11","2021-10-08 06:36:26","2021-10-08 13:27:41","","6017-6029","","11","118","","","","","","","","","","","","","","WOS:000329867900012","","","","<p>河口底水中溶解氧 (DO) 的补充取决于受外力影响显着的物理过程。本研究中引入了垂直交换时间 (VET)，以量化调节切萨皮克湾 DO 补给的物理过程。应用 3-D 数值模型来模拟循环、VET 和 DO。结果表明，VET 是评估季节性和年际时间尺度上的底部溶解氧条件的合适参数。 VET 与底部 DO 呈负相关。如果平均总 DO 消耗率约为 0.3 g O-2 m(-3) d(-1)，则当夏季 VET 大于 23 天时，海湾将出现缺氧（DO &lt;2 mg L-1）。当总溶解氧消耗率发生变化时，这个关键的 VET 值可能会在 23 天左右发生变化。 VET 体积（VET &gt; 23 天的水团体积）可占主湾缺氧体积变化的 77%。 VET 不能解释所有的 DO 变化，因为它只能解释调节 DO 补充的物理过程的贡献。发现短期垂直交换过程受风力高度控制。当高速风事件频繁时，VET 体积减小。夏季 VET 量对河流流量的短期变化（脉冲）不太敏感。它对河流流量的总量很敏感，并且在雨季预计会有较高的 VET 量。</p>","/Users/yulong/Zotero/storage/JFD99WBE/Hong and Shen - 2013 - Linking dynamics of transport timescale and variat.pdf","","Chesapeake Bay; vertical exchange time; VET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEYE6VK5","journalArticle","2021","Xiong, Jilian; Shen, Jian; Qin, Qubin; Du, Jiabi","Water exchange and its relationships with external forcings and residence time in Chesapeake Bay","JOURNAL OF MARINE SYSTEMS","","0924-7963","10.1016/j.jmarsys.2020.103497","","Water exchange, featured by bottom inflow and surface outflow in a typical estuary, determines the transport and redistribution of salt, nutrients, pollutants, and suspended sediments and organisms. Water exchange in Chesapeake Bay, the largest estuary in the US, has been extensively studied, yet its long-term interannual variability and its relationship with the external forcings are not fully understood. Based on a long-term (1980-2011) numerical model simulation, this study examines the water exchanges between Chesapeake Bay and the adjacent coastal shelf, between different regions within the bay, as well as their relationships with river discharge, wind, and residence time. Through an EOF analysis of the bottom inflow and surface outflow at seven selected cross-bay sections, we found that over 90% of the spatiotemporal variations of water exchange can be explained by the first two EOF modes, which are highly correlated with the freshwater discharge and northwesterly wind, respectively. Unlike the outflow that increases linearly with river discharge as commonly expected, the inflow responds non-monotonically to river discharge. The relationship between the river discharge and inflow can be described by a combination of the Michaelis-Menten/Monod equation and a linearly decreasing function, i.e., the inflow initially increases with river discharge due to enhanced gravitational circulation and then levels, and gradually declines due to overwhelming seaward barotropic current. We found a locally enhanced water exchange in the lower-middle bay, which can be attributed to the persistent reflux of surface outflow due to the irregular geometry and rapid shoaling in the channel bathymetry. The water exchange and the mean residence time can be connected reciprocally through the bay volume, yet the validation of this relationship depends on the timescale to be considered since the residence time at a given time is controlled by the future hydrodynamics. A delay effect should be considered when using the relationship to estimate outflow interchangeably with the direct computation of the outflow.","2021-03","2021-10-08 06:36:26","2021-10-08 15:45:01","","","","","215","","","","","","","","","","","","","","WOS:000609114700003","","","","<p>在典型的河口，以底部流入和表面流出为特征的水交换决定了盐分、养分、污染物以及悬浮沉积物和生物的运输和再分配。美国最大的河口切萨皮克湾的水交换已得到广泛研究，但其长期年际变化及其与外部强迫的关系尚未完全了解。本研究基于长期（1980-2011 年）数值模型模拟，研究了切萨皮克湾与相邻沿海陆架之间、湾内不同区域之间的水交换，以及它们与河流流量、风和居住地的关系。时间。通过对七个选定跨湾断面的底部流入和表面流出的 EOF 分析，我们发现超过 90% 的水交换时空变化可以用前两种 EOF 模式来解释，这与淡水排放高度相关和西北风，分别。与通常预期的随河流流量线性增加的流出量不同，流入量对河流流量的响应非单调。河流流量与流入量之间的关系可以用Michaelis-Menten/Monod方程和线性递减函数的组合来描述，即流入量最初因重力环流增强而随河流流量增加，然后水平下降，然后逐渐下降。压倒性的向海正压流。我们发现中下海湾局部增强的水交换，这可归因于由于不规则几何形状和通道测深中的快速浅滩而导致地表流出物的持续回流。水交换和平均停留时间可以通过隔间体积相互联系，但这种关系的验证取决于要考虑的时间尺度，因为给定时间的停留时间由未来的流体动力学控制。当使用该关系来估计流出量与直接计算流出量可互换时，应考虑延迟效应。</p>","/Users/yulong/Zotero/storage/HCBHL3TL/Xiong et al. - 2021 - Water exchange and its relationships with external.pdf","","Chesapeake Bay; residence time; water exchange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBYGESKU","journalArticle","2015","Gao, Xueping; Xu, Liping; Zhang, Chen","Modelling the effect of water diversion projects on renewal capacity in an urban artificial lake in China","JOURNAL OF HYDROINFORMATICS","","1464-7141","10.2166/hydro.2015.004","","To improve the water environment, manual water diversion projects were scheduled to bring freshwater to an urban artificial lake to dilute and divert pollutants out of the lake. A three-dimensional numerical model was used to study the effect of diversion schemes on the transport of dissolved substances by using concepts of water renewal time and water age. The model results showed that the impact of diversion schemes on transport processes was strongly influenced by hydrodynamic conditions induced by inflow/outflow discharges. Shorter water timescales occupied the west and east lake, implying a faster water renewal occurrence therein. Water ages were highly variable, both spatially and temporally. Longer water age was exhibited in the inner lake and bays. An exchange rate of 89.3% was obtained at the 5 m(3)/s discharge condition under 60 days' duration, with integral renewal time of approximately 50 days. The distribution of water age showed that it only took less than 10 days for the substance discharged at the inlets to be transported to the outlets. The results offer useful information for understanding the efficiency of water exchange by diversion projects and can be used to estimate the water renewal capacity for environmental assessment purposes.","2015-11","2021-10-08 06:36:27","2021-10-08 13:43:00","","990-1002","","6","17","","","","","","","","","","","","","","WOS:000371777100010","","","","<p>为改善水环境，拟进行人工引水工程，将淡水引入城市人工湖，稀释并引出湖中污染物。利用三维数值模型，利用水更新时间和水龄的概念，研究导流方案对溶解物质迁移的影响。模型结果表明，引流方案对运输过程的影响受到流入/流出排放引起的水动力条件的强烈影响。较短的水时间尺度占据了西湖和东湖，这意味着其中发生了更快的水更新。水时代在空间和时间上都有很大的变化。在内湖和海湾中表现出更长的水龄。在 5 m(3)/s 排放条件下 60 天的持续时间下获得了 89.3%的交换率，积分更新时间约为 50 天。水龄分布表明，从入口排放的物质运到出口只用了不到10天的时间。结果为了解引水工程的换水效率提供了有用的信息，并可用于估计水更新能力以进行环境评估。</p>","/Users/yulong/Zotero/storage/MN6E4DD5/Gao et al. - 2015 - Modelling the effect of water diversion projects o.pdf","","renewal time; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT9GWIID","journalArticle","2021","Luo, Chongxin; Lin, Lei; Shi, Jie; Liu, Zhe; Cai, Zhongya; Guo, Xinyu; Gao, Huiwang","Seasonal variations in the water residence time in the Bohai Sea using 3D hydrodynamic model study and the adjoint method","OCEAN DYNAMICS","","1616-7341","10.1007/s10236-020-01438-5","","The Bohai Sea is a large, semi-enclosed bay of China with a transport timescale of more than 1 year. Residence time (RT) is an important indicator used to determine the water exchange rate of coastal oceans, and it has a significant influence on coastal ecosystems and the environment. In this study, the RT and its seasonal variability within the Bohai Sea were investigated using a 3-D hydrodynamic model and the adjoint method of the RT. The model results show that the annual mean RT in the Bohai Sea is 3.43 years, and the RT increases from the Bohai Strait to the northwestern coast. The seasonal variability of the RT averaged over the entire Bohai Sea is not obvious; however, the regional RT has a significant seasonal variation, which could be more than 290% on average. When the monsoon winds were removed from the model, the sensitivity experiment showed an annual mean RT increase of similar to 90% with negligible seasonal variations in most areas of the Bohai Sea. The wind-induced residual current controls the seasonal variation in ocean circulation and induces the seasonal variability in RT; thus, monsoon winds play a dominant role in the seasonal variations of the water exchange rate in the Bohai Sea. Sensitivity experiments also suggest that tides can slow the water exchange rate, whereas the baroclinic processes and river runoff can accelerate the water exchange rate in the region near the Yellow River estuary. This study highlights the critical role of monsoon winds in affecting seasonal variabilities in the coastal transport timescale and exchange rate.","2021-02","2021-10-08 06:36:27","2021-10-08 14:54:18","","157-173","","2","71","","","","","","","","","","","","","","WOS:000605121100001","","","","<p>渤海是中国的一个大型半封闭海湾，运输时间跨度超过 1 年。滞留时间（RT）是决定近海海洋水交换率的重要指标，对近海生态系统和环境有显着影响。在这项研究中，使用 3-D 流体动力学模型和 RT 的伴随方法研究了渤海内的 RT 及其季节性变化。模型结果表明，渤海的年平均RT为3.43年，RT从渤海海峡向西北海岸增加。整个渤海平均RT的季节性变化不明显；然而，区域 RT 具有显着的季节性变化，平均可能超过 290%。当从模型中去除季风时，敏感性实验表明，渤海大部分地区的年平均 RT 增加接近 90%，季节性变化可忽略不计。风致残流控制海洋环流的季节变化，诱发 RT 的季节变化；因此，季风在渤海水交换率的季节变化中起主导作用。敏感性实验还表明，潮汐可以减缓水的交换速度，而斜压过程和河流径流可以加快黄河口附近地区的水交换速度。这项研究强调了季风在影响沿海运输时间尺度和汇率的季节性变化方面的关键作用。</p>","/Users/yulong/Zotero/storage/LKKFH2FS/Luo et al. - 2021 - Seasonal variations in the water residence time in.pdf","","adjoint method; Bohai Sea; residence time; semi-enclosed bay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4GRRK6S","journalArticle","2020","Hong, Bo; Wang, Guangyu; Xu, Hongzhou; Wang, Dongxiao","Study on the Transport of Terrestrial Dissolved Substances in the Pearl River Estuary Using Passive Tracers","WATER","","2073-4441","10.3390/w12051235","","Highly populated river deltas are experiencing marine environment degradation resulting from the tremendous input of terrestrial dissolved substances (TeDS). The Pearl River Delta is one of the deltas with degradation of the water quality and ecological condition. The Pearl River Estuary (PRE) was investigated to reveal the fate and transport timescales of TeDS in order to provide guidance on water resource management and pollutant transport prediction. By using passive tracers in a calibrated 3D numerical model, the TeDS transports from five different outlet groups were investigated systematically. The TeDS transport time was computed by using the concept of water age, which is a measure of the time that has elapsed since the tracer was transported from the upstream boundary to the downstream concerned area. The tracer impacted area was defined by the area with tracer concentrations > 0.2 (arbitrary unit). The domains that were impacted by the tracer coming from each outlet group were identified separately. In the wet season, the impacted area was larger than in other seasons. The most prominent variations appeared in the Jiaomen-Hengmen-Hongqili (JHH) and Modaomen (MD) outlets. The hydrodynamic conditions controlled the offshore spreading of the TeDS. Assuming the TeDS were conservative, it took approximately 10-20 days for the TeDS to be transported from the head water to the entrance of the outlet. For the TeDS coming from the head water of the Humen outlet, it took approximately 40 (80) days for the TeDS to be transported out of the mouth of the Lingding Bay during the wet (dry) season. For the case of the TeDS coming from the head water of the JHH outlets, it took approximately 20 (40) days for the TeDS to be transported out of the Lingding Bay during the wet (dry) season. For the MD, Jiti and Yamen-Hutiao outlets, it usually took approximately 10 days for the TeDS to be transported from the head water to the inner shelf. The correlation coefficient between the river flow and tracer concentrations was 0.78, and between the river flow and transport time it was -0.70 at a station in the lower Lingding Bay. At the estuary mouth, the impacts of other forcing fields got stronger.","2020-05","2021-10-08 06:36:27","2021-10-08 15:06:53","","","","5","12","","","","","","","","","","","","","","WOS:000555915200014","","","","<p>由于陆地溶解物质 (TeDS) 的大量输入，人口稠密的河流三角洲正在经历海洋环境退化。珠江三角洲是水质和生态状况恶化的三角洲之一。对珠江口 (PRE) 进行了调查，以揭示 TeDS 的归宿和运输时间尺度，以便为水资源管理和污染物运输预测提供指导。通过在校准的 3D 数值模型中使用被动示踪剂，系统地研究了来自五个不同出口组的 TeDS 传输。 TeDS 传输时间是通过使用水龄的概念计算的，水龄是对示踪剂从上游边界传输到下游相关区域所经过的时间的度量。示踪剂影响区域定义为示踪剂浓度 &gt; 0.2（任意单位）的区域。受来自每个插座组的示踪剂影响的域被单独确定。雨季受灾面积大于其他季节。最显着的变化出现在角门-横门-红旗里（JHH）和磨刀门（MD）网点。水动力条件控制了 TeDS 的海上扩散。假设 TeDS 是保守的，将 TeDS 从源头水输送到出口入口大约需要 10-20 天。对于来自虎门出水口源头水的 TeDS，在雨（干）季将 TeDS 运出岭顶湾口需要大约 40（80）天。对于来自 JHH 出口源头水的 TeDS，在雨（干）季将 TeDS 运出岭顶湾需要大约 20（40）天。对于MD、吉提和衙门-虎条网点，TeDS从源头水运到内架通常需要10天左右的时间。河流流量与示踪剂浓度之间的相关系数为0.78，河流流量与运输时间之间的相关系数为-0.70。在河口，其他强迫场的影响更加强烈。</p>","/Users/yulong/Zotero/storage/LJPE4UNW/Hong et al. - 2020 - Study on the Transport of Terrestrial Dissolved Su.pdf","","Pearl River Estuary; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
